,index,name,rate
736,71,calliemaidhof6477 from Richmond,5.0
737,71,ranibatra from Oakland,4.0
738,71,juliannesombat4630 from ohio,5.0
739,72,eviey2002 from Los Angeles,5.0
740,72,sjyung from Greenwich,5.0
741,72,anned1 from Pisa,4.0
742,72,jamesblake from Chicago,5.0
743,72,jvh020 from Amsterdam,2.0
745,74,glam72 from Oakland,5.0
746,74,kayceerb from Philly suburbs,5.0
747,74,wienbar from San Francisco,5.0
748,74,psherburne from Menorca,5.0
749,74,stephaniefoerst from Fort Worth,5.0
750,75,NANCYEPHILLIPS from sDallas,2.0
751,76,LuciaW from San Francisco,2.0
752,76,hannahmattina from michigan,3.0
753,76,jrnalls from Richton Park,4.0
754,76,droehler from Chicago,3.0
755,76,hrpowe from Calgary,2.0
756,76,kahlan from St Louis,1.0
757,76,la_carr from Florida,4.0
758,76,mmb44,1.0
759,76,etracye from Madrid Spain,1.0
760,76,texasex from Fairfax,4.0
761,77,keritilman from Newport,2.0
762,77,Maddie Hj from Cape Cod,3.0
763,77,jasmine00 from Santa Rosa,4.0
764,77,kek2char5134 from Ohio,5.0
765,77,mrsmasterchief from Islamorada,3.0
766,77,srmski from Mound,2.0
767,77,betsyannie1970 from Richmond,5.0
768,77,ditw from Islamorada,3.0
769,77,gbsk12 from Alaska,4.0
770,77,jfbmd from Colorado,4.0
771,77,kitchensal701 from MI,2.0
772,77,elissa_anderss from Chicago,4.0
773,77,raneylorene from Bergamo,2.0
774,77,alaskabasin from St Louis,4.0
775,77,avery_ka from Michigan,5.0
776,77,NightowlKnitter from Maryland,3.0
777,78,leenieloo from Mundelein,5.0
778,78,forkknifespoon from Cambridge,5.0
779,78,alldayie from los angeles,5.0
780,78,alldayie from los angeles,5.0
781,78,gguard from Indianapolis,5.0
782,78,frannyk from Philadelphia,2.0
783,78,segyyz from Toronto,5.0
784,78,lnitsa from brussels,4.0
785,78,semidecentcook from Pittsburgh,5.0
786,78,suzespe from Treasure Island,5.0
787,78,skreynolds from Portland,5.0
788,78,rlstone24,5.0
789,79,joeln from Lexington,2.0
790,79,lmkrum from Stevensville,5.0
791,79,joeln from Lexington,2.0
792,79,dmull,2.0
793,79,Dilorenj1,4.0
794,79,AJOT,1.0
795,79,pdzpdz from Southern New Jersey,1.0
796,79,Missy821 from Chicago,5.0
797,79,orivia from los angeles,5.0
798,79,MPortera from Des Plaines,5.0
799,79,A Cook from Lexington,5.0
800,79,tiffanyrooprai from Gladstone,3.0
801,79,A Cook from New York,4.0
802,79,bostonbean from Boston,5.0
803,79,jklawrence from Virginia,4.0
804,79,A Cook from New York,4.0
805,79,orivia from east los,5.0
806,79,bertie57,2.0
807,79,kerrlm from Macomb,2.0
808,79,tastysausagerecipe,3.0
809,79,andy02124,5.0
811,81,shannonfitzgerald751032 from San Francisco,5.0
812,81,klkienast from ND,5.0
813,81,jackhb from Baltimore,5.0
814,81,s_minnemeyer9713 from Washington,5.0
815,81,gconzatti from Vancouver,5.0
816,81,kathiwojo from Monterey CA,2.0
817,82,schoen from Minnesota,2.0
818,82,pennsan from Toronto,4.0
819,82,mattduckor,5.0
820,83,robbienette from Los Angeles,4.0
821,83,chipndip from Los Angeles,4.0
822,83,tochefs from Toronto,5.0
823,83,HankyPanky from Lake Bluff,5.0
824,83,dontodip from Narberth,5.0
825,83,tanos from KC,5.0
826,83,gillyflower from St Girons,5.0
827,83,susan1228 from Washington,5.0
828,83,owhen4 from NorCal,5.0
829,83,buttercream,5.0
830,83,whatmarshaeats from USA,4.0
831,83,sdbond from The Great State of North Carolina,4.0
832,83,debra_brown_811 from Seattle,5.0
833,83,jannaadgal from Minneapolis,4.0
834,83,SandraJG from Snohomish WA,4.0
835,83,icewineanne from Toronto,5.0
836,83,foodfiend20 from Lewes,4.0
837,83,orourke2 from Boston,3.0
838,83,radskierd from Fairfax Va,1.0
839,83,crumbandsugar from South Salt Lake,4.0
840,83,cynicalanddisgusted from Nevada,4.0
841,84,erkuchera from Minneapolis,5.0
842,84,missadriel from Seattle,5.0
844,86,chrisandnathalie,2.0
845,86,megan_hilga from Portland,5.0
846,86,mairzi from Holyoke,4.0
847,86,efgs from southern Ontario,2.0
848,86,m_bawn from Newmarket,5.0
849,86,gstallings from Denver,3.0
850,86,RosaR56 from Rockford,2.0
851,86,sschechtel from Washington,5.0
852,86,jantomas from Texas,4.0
853,86,eljoy from Carlsbad,5.0
854,86,glitterygarden from Baltimore,5.0
855,86,feebs22 from Boise,5.0
856,86,frantastic13 from Near Pittsburgh,2.0
857,86,bevoxv from Pearland,5.0
858,86,bbpearson,2.0
859,86,dmhconsulting from Tallahassee,5.0
860,86,scarey322597 from Minneapolis,5.0
861,86,epdietz,5.0
862,86,samabarnes,5.0
863,86,redhomer from Canada,5.0
864,86,plyshaw from Ashburn,4.0
865,87,kdavidge from San Francisco,5.0
866,87,blackrabbit from New Mexico,2.0
867,87,Sgla from Houston,4.0
868,88,raikawolf from Santa Cruz,4.0
869,88,hoeveler from Portland,3.0
870,88,officerbill from Upstate NY,5.0
871,88,nellybird from Minneapolis,5.0
872,88,janex,5.0
873,88,notre_chef_du_menage from Seattle,5.0
874,88,rayreinhard from Santa Cruz,3.0
875,88,nunzie52 from NYC,2.0
876,88,jlcollins1045 from Illinois,5.0
877,89,mertracy2348 from Baltimore,5.0
878,89,pieceful2249 from Massachusetts,5.0
879,89,barbarawipf from Cohasset,5.0
880,89,taranelson from Oakland,4.0
881,89,callyg from Manchester,5.0
882,89,trueirv from Barrie,5.0
883,89,bonrob from Hernando,5.0
884,89,BriarBertoch,5.0
885,89,andy_andersen from Hamilton ON,4.0
886,89,smauters,5.0
887,89,bwaldo from Birmingham,5.0
888,89,kpfromchicago from Wilmette,5.0
889,89,kimtn from Lake Tahoe,5.0
890,89,mainers,5.0
891,89,suaustin from Santa Barbara,5.0
892,89,bparle from Montauk,3.0
893,89,bparle from Montauk,3.0
894,89,saraware from Chicago,5.0
895,89,staceye121 from Boston,5.0
896,89,boyle0 from St Paul,5.0
897,89,karo_li from Netherlands,5.0
898,90,freefield from Grass Valley,5.0
899,90,lynnev from Los Angeles,4.0
900,90,katrin04 from Colombia,4.0
901,90,egarson1 from San Diego,2.0
902,90,mkopke from Toronto,4.0
903,90,reiner,2.0
904,90,M Rani from St Louis,4.0
905,90,c_az from New York,5.0
906,90,ayaworski from Ottawa,5.0
907,90,kburke1 from Madison,3.0
908,90,ljnese,4.0
909,90,57mott from New York City,4.0
910,90,terrilnell from North Carolina,4.0
911,90,mcash4 from New Jersey,4.0
912,90,jdengler from Haddon Township,5.0
913,90,lthornton from Southington,4.0
914,90,tobocrs from Central AZ,5.0
915,90,angelambloch from Irving,5.0
916,90,lovestoputter,5.0
917,90,sandywomble from winter park fl,5.0
918,90,SaintQuinn from Brooklyn,2.0
920,92,jansan1 from Orange County,5.0
921,92,rowan_lynne from Kerrville,5.0
922,92,barletto from Seattle,5.0
923,93,lizberg from Vancouver,5.0
924,94,schwinnhund5760 from Chatsworth,4.0
925,94,bodhi22 from New York,5.0
926,94,p_pault from Tallahassee,5.0
927,94,kapinkkidowski,5.0
928,94,Mrclwr from Miramar,5.0
929,95,aallen from Grand Teton National Park,4.0
930,95,MikeBob22 from San Ramon,5.0
931,95,waunderful7696 from Michigan,3.0
932,95,karijo from New York,3.0
933,95,lstein from Swarthmore,5.0
934,95,cschmidt1120 from Phoenix,5.0
935,95,sherriedrington5565 from Dallas,4.0
936,95,jbenstead from Chicago,5.0
937,95,dsarosik1 from Lake Tahoe,5.0
938,95,jansan1 from Orange County,4.0
939,95,cecilyb from Flagstaff,5.0
940,95,p_w_tiern from Chicago,5.0
941,95,mary_vonderhey from St Louis,2.0
942,96,foodienats from Tucson,5.0
943,96,MeganMarissa from New York,5.0
944,96,baileyanddaisey from Castaic,5.0
945,96,tsher from Chicao,5.0
946,96,ilona212 from Arizona,5.0
947,96,ilona212 from Arizona,5.0
948,96,jdale922 from Norwalk,5.0
949,96,houtom from Houston,5.0
950,97,annnolan553202 from Victoria,5.0
951,97,samanteria from Oregon,4.0
952,98,Catosixtails from New Mexico,4.0
953,98,hoosfoos from La Mesa,5.0
954,98,jennyjp1 from Chicago,5.0
955,98,beebo1953 from Cathedral City,4.0
956,98,Makbholloway from Baltimore,5.0
957,98,Fanny69 from Tucson AZ,2.0
958,98,mmmmmonica from Vancouver,4.0
959,98,malcolmxxx86 from Oakland,4.0
960,98,skeetdiggy from North Carolina,5.0
961,98,blessthybre from Shawnee,4.0
962,98,donested from Stony Brook NY,5.0
963,99,marlysws from Phoenix,5.0
964,99,jellis14 from Arlington,5.0
965,99,leenieloo from Mundelein,3.0
966,99,reischer from Boston,4.0
967,99,kathiebriggs,3.0
968,99,thompsonae from PA,3.0
969,99,azzief1 from Los Angeles,4.0
970,99,raynfigi from Southampton NY,3.0
971,99,jellis14 from Arlington,5.0
972,99,guytonkristi,5.0
973,99,dpastor from New York,4.0
974,99,mcontrado1 from Newburyport,5.0
975,99,ercwjm from CT,3.0
976,99,hannahmattina from MI,2.0
977,99,humead,3.0
978,99,desonie from Phoenix,5.0
979,99,kathkat from N California,5.0
980,99,MissRachelPaige from Minneapolis,5.0
981,99,Camillka from Oregon,5.0
982,99,pixienoelle from Pennsylvania,5.0
983,99,lwhellams from Calgary,3.0
984,100,acfisch from Cincinnati,4.0
985,100,pdxgourmet from Portland,2.0
986,100,gaelnyc from NYNNYNY,4.0
987,100,keriche from Washington,4.0
988,100,jumpinjj,5.0
989,100,bridgetc1 from Louisiana,5.0
990,100,lchasson from Milan,3.0
991,100,estela64 from San Diego,4.0
992,100,KristieLynn623 from Western New York,5.0
993,100,bbit from Boston,5.0
994,100,kitchenlove from Ontario,5.0
995,100,mtulett from Victoria,5.0
996,100,tucksings from Bakersville NC,5.0
997,101,sheri2 from New Jersey,5.0
998,101,lnhalverson from Seattle,4.0
999,101,onestitch from Falls Church,3.0
1000,101,meghaneandrews from Greater Boston,4.0
1001,101,mags425 from Colorado,5.0
1002,101,jerirecipes from SC,4.0
1003,101,rahappygirl from League City,4.0
1004,101,ps826attnet from Texas via New Jersey,5.0
1005,101,ps826attnet from San Antonio,5.0
1006,101,leenieloo from Mundelein,5.0
1007,101,ilyssa2 from NY,5.0
1008,101,riverniles from Dallas,5.0
1009,101,RPVeg from Kenya,5.0
1010,101,thompsonae from PA,3.0
1011,101,AshMidge,5.0
1012,101,golobolbol,5.0
1013,101,andreaneronero from Albany,5.0
1014,101,lambr from Connecticut,5.0
1015,101,nick_wahl1 from Minneapolis,5.0
1016,101,jbully0 from Aurora,5.0
1017,101,rudolphprather from San Diego,5.0
1018,102,phyllis1_ from Louisiana,5.0
1019,102,mulch from Alabama,2.0
1020,102,jujuloafer from Lynn,5.0
1021,102,elntru,5.0
1022,102,frantastic13 from Near Pittsburgh,2.0
1023,102,artries1238 from Phoenix azZAZoePhoenixnix az,5.0
1024,102,emancha from Montclair,4.0
1025,102,jng from USA,4.0
1026,102,hugglesbe from MMahwah,5.0
1027,102,ktkell from Lincoln,5.0
1028,103,ncm209 from Boston,5.0
1029,103,nellybird from Minneapolis,5.0
1030,103,jcrimbaud from NJ,4.0
1031,103,jcrimbaud from NJ,4.0
1032,103,lasharpgomez from Dayton OhioDayton Dayton Ohio,5.0
1033,103,dementad from Seattle,4.0
1034,103,8005 from ATL,5.0
1035,103,zhadu from Mexico,2.0
1036,103,Shully from Vancouver BC,5.0
1037,103,jenbill from Alameda,5.0
1038,103,Suzinsf from San Francisco,5.0
1039,103,Suzinsf from San Francisco,5.0
1040,103,sfmitch from San Francisco Bay Area,4.0
1041,103,michellebohigian from Worcester,5.0
1042,103,sgweiss1 from Northern NJ,5.0
1043,103,eileen_duclos from Portland,5.0
1044,103,msanza from Wilmington,5.0
1045,103,starlight99_ from Clarence Center,5.0
1046,103,dbradley3 from Chicago,5.0
1047,104,juls14 from Culver City,3.0
1048,104,sdclark from Victoria,5.0
1049,104,elizabeth_boyd5293 from ChciChicago,5.0
1050,104,carnix from GA,4.0
1051,104,lawlbit from Toronto CA,5.0
1052,104,deborahleewoodbury from Cary IL,4.0
1053,104,r124911 from NC,5.0
1054,104,de14031 from Buffalo,2.0
1055,104,de14031 from Buffalo,2.0
1056,104,de14031 from Buffalo,2.0
1057,104,vadeltachi from Washington,5.0
1058,104,grdollar from Sydney,5.0
1059,104,kenneyp from sylvania,5.0
1060,105,xmaskt from Boulder,5.0
1061,105,rayreinhard from California,2.0
1062,105,kbst10 from Joshua Tree,3.0
1063,105,cinnamonlips from Chicago,5.0
1064,106,rebbeca from Highland Beach,5.0
1065,106,gerimosey from Reno,5.0
1066,106,ChefGiGiTra from Illinois,5.0
1067,106,karenlecates from Atlanta,5.0
1068,106,brontebaird from Durango,4.0
1069,106,violaplayer from Poughkeepsie,3.0
1070,106,abby_rand from Brooklyn,5.0
1071,107,annanacho from Chicago,5.0
1072,107,lisamichellek from Seattle,4.0
1073,107,quesochica from Redwood City,5.0
1074,107,aclouser from New Jersey,5.0
1075,107,susandib from DC,1.0
1076,107,KirstyvonBoch from Westfield,1.0
1077,108,a2foodie from Ann Arbor,4.0
1078,108,hollisevon from Vero Beach,5.0
1079,108,smcdonaldmd from San Francisco,5.0
1080,108,amandabassa1822 from New York,5.0
1081,108,blairef from Boulder,3.0
1082,108,laholladay,4.0
1083,108,oliveoil62 from Olympia,4.0
1084,108,karenfar from Huntington Beach,5.0
1085,108,delooper from Durham,4.0
1086,108,acetoner from Victoria,5.0
1087,108,janallan from Idaho,5.0
1089,110,ElaineGloeckle from Boise,5.0
1090,110,schoharie,5.0
1091,110,betteraskjeeves from Ohio,4.0
1092,110,elisabethdw from Los Angeles,5.0
1093,110,pegreinha from St Augustine,4.0
1094,110,nk47 from NY,4.0
1095,110,deborahck from Milan,5.0
1096,110,wbouck from San Francisco,4.0
1097,110,malinda from Sharon,5.0
1098,110,serena72 from a time when Epi was for cooks,2.0
1099,110,bas614 from Boston,4.0
1100,111,mcreighton_bro from San Antonio,5.0
1102,113,smpaine from Edmonds,5.0
1103,113,mtarragona from Mexico City,5.0
1104,113,RLM06 from Los Angeles,5.0
1105,113,smpaine,4.0
1106,113,neha from Washington DC,5.0
1107,113,RealQuincyJones from Des Moines,5.0
1108,113,ronp from Portland,5.0
1109,113,linenkc from Kansas City,5.0
1110,113,chubbybunny63 from The Thousand Islands,5.0
1111,113,lafilusch52 from Canada,2.0
1112,113,ash2lar from Brooklyn,4.0
1113,113,charroa from Virginia,5.0
1114,113,rahappygirl from League City,4.0
1115,113,leighfl1 from Brooklyn,5.0
1116,113,acetoner from Victoria,5.0
1117,113,rottnk9 from Vancouver,5.0
1118,113,kelleygolich,5.0
1119,113,amcaso from New Jersey,5.0
1120,113,Spellformebaby from Berkeley,3.0
1121,113,sbehrhorst from Bulgaria,4.0
1122,113,danielledittmar from Lakeland,5.0
1123,114,cathywayland from Nashville TN,5.0
1124,114,adupay from Roseville,5.0
1125,114,adupay from Roseville,5.0
1126,114,kathiet from Cincinnati,5.0
1127,114,davidtamarkin from Brooklyn,5.0
1128,114,svchickadee from Washington state,2.0
1129,114,jannaslaughter from CA,3.0
1130,114,ericaca from Manhattan Beach,2.0
1131,115,mrsmunch from CT,5.0
1132,115,knipp_donna from NYC,5.0
1133,115,meekk from California,5.0
1134,115,manhattantart from Manhattan Beach,5.0
1135,115,jerirecipes from SC,5.0
1136,115,cindyroche from Los Angeles,5.0
1137,115,charface from Portland,5.0
1138,115,speck30 from Richmond,5.0
1139,115,drloverde from Sherman Oaks,4.0
1140,115,kjwitbeck,5.0
1141,115,jessilein from Boulder,5.0
1142,115,iybaron258790,5.0
1143,115,jessicashebby841 from San Diego,5.0
1144,115,yummydishes from Rock Hall,5.0
1145,115,BGcooking from Victoria,5.0
1146,115,souricette from Montréal,5.0
1147,115,hlargura from Indiana,5.0
1148,116,lcrespi from New York,5.0
1149,116,Dawn Davenport from New Jersey,5.0
1150,116,lindiboggle from ON,5.0
1151,116,emofly1,5.0
1152,116,cdooley from Dallas,5.0
1153,116,lauraternan from Edmonton,5.0
1154,116,cookinglamb from Philadelphia,5.0
1155,116,shelliecole from Middleburg,5.0
1156,116,feldmanrb from Palm Desert,5.0
1157,116,mbcb from Drexel Hill,5.0
1158,117,smsvlcooks from Mt Desert,5.0
1159,117,marilyn27 from Bergen County NJ,5.0
1160,117,lpbailey826656611 from North Carolina,5.0
1161,117,ginnylmom from Allentown,5.0
1162,117,lprotzer5364 from Louisville,5.0
1163,117,jillianthered from Perth,4.0
1164,117,sizarah from Berkeley,5.0
1165,117,kpatz from Tucson,5.0
1166,117,vgibbs from Victoria,4.0
1167,117,tinaindenver from denver,5.0
1170,120,jounce from Seattle,5.0
1171,120,jennyhourihan from Brooklyn,5.0
1172,120,hsq from Norfolk,5.0
1173,120,madjean from Montreal,5.0
1174,120,azmomsy from Bend oregon,5.0
1175,120,salsanosubstrate from Seattle,5.0
1176,120,Tanacitafolia from San Mateo,5.0
1177,120,ssivyer from Bothell,3.0
1178,120,pastagirl624 from Cincinnati,5.0
1179,120,shelleytee from Western Massachusetts,5.0
1180,120,gringaroja from Boston,3.0
1181,120,pjcamp1 from Atlanta,4.0
1182,120,tjabaley from Chicago IL,2.0
1183,120,marygfullerton from Santa Fe,5.0
1184,120,lisaroll from Texas,5.0
1185,120,anonymousbrunette from Maryland,3.0
1186,120,elisabethlaub from Piedmont,5.0
1187,120,marybeth943 from Palo Alto,5.0
1188,120,jandjdu from boston,2.0
1189,120,koavog from Napa,5.0
1190,120,juliavona from Buffalo,2.0
1191,121,gumboboy from Rochester NY,5.0
1192,121,pghgrl from brooklyn,4.0
1193,121,mbingham from London,5.0
1194,121,simplyseattle,2.0
1195,121,haneye from Seattle,5.0
1196,121,ebluth from Chicago,5.0
1197,121,mdfleetwo,2.0
1198,121,georgiabrown from NYC,5.0
1199,121,jackesler from Toronto,5.0
1200,121,megan_oconnell from Kinsale,5.0
1201,122,ireneewright from chicago,2.0
1202,122,rmbarr from Brooklyn,5.0
1203,122,khjaco from Indy,4.0
1204,122,moc29 from CT,4.0
1205,122,sarahlecroy from Asheville,2.0
1206,122,johnboy112676895,3.0
1207,122,Heymuthagmailcom from Newport Beach,5.0
1208,122,branson1976 from Durham,5.0
1209,122,remicube from Northern California,5.0
1210,122,ilexiou from Edmonds,5.0
1211,122,skrist01 from Ohio,2.0
1212,122,jennkdavis from Bernau,4.0
1213,122,stephaniebeckner from VA,5.0
1214,122,jennyfeldmanlarocque from New York,5.0
1215,122,mura from BBrB,5.0
1216,122,branson1976 from Durham,5.0
1217,122,rainblossom82 from Washington,3.0
1218,122,shaz_cooks from NYC,4.0
1219,122,jlelliott from Madison,5.0
1220,122,lleslieanderson from SF Bay Area,2.0
1221,122,scoutandlilah from Boston,3.0
1222,123,lolacohen from Bellevue WA,3.0
1223,123,mertracy2348 from Baltimore,5.0
1224,123,constarcx,4.0
1225,123,keberle47 from LA,3.0
1226,123,susanpohl3445 from Houston,5.0
1227,123,KM0108 from New York NY,5.0
1228,123,ecse from Sauk Centre,4.0
1229,123,Britamux from Minneapolis,2.0
1230,123,jhc4631 from Portland,5.0
1231,123,jabgraham4049 from Mississippi,5.0
1232,123,jasminestar552087 from Oakland,4.0
1233,123,miriamg from Los Angeles,5.0
1234,123,sunandsand from Sanibel FL,5.0
1235,123,jellis14 from Arlington,5.0
1236,123,kevin_cantwell from Brooklyn,5.0
1237,123,jediw from Bay Area,2.0
1238,123,nellerengaw from Rochester NY,4.0
1239,123,lecknox from SF Bay Area,5.0
1240,123,michealmein from Phoenix,5.0
1241,123,nancyellen90041 from Los Angeles,3.0
1242,123,jshenton from NJ,5.0
1243,124,j_west,5.0
1244,124,scotti from New Ringgold PA,5.0
1245,124,jennoshea from Allendale,5.0
1246,124,lemonhead from Pittsburgh,5.0
1247,125,paweldroz from Chicago,4.0
1248,125,paweldroz from Chicago,4.0
1249,125,scarey322597 from Msp,4.0
1250,125,cetienne from Calgary,5.0
1251,125,jlh5337 from New Jersey,2.0
1252,125,bmassey from San Francisco,4.0
1253,125,ithrowitontheground from Omaha,5.0
1254,126,114Italianate from Johnstown,5.0
1255,126,theresa0420 from Fleming island,5.0
1256,126,gall from Mission Hills,5.0
1257,126,cynmchugh53 from La Mesa,4.0
1258,126,samhanlj from FL,5.0
1259,126,malsie from Baltimore,4.0
1260,126,justin_hughey,2.0
1261,126,rvbaski from Richmond,5.0
1262,126,elsaf from Detroit,2.0
1263,126,jrsebestyen from Boston,1.0
1264,126,vgerin from Kanfen,1.0
1265,126,vgerin from Kanfen,1.0
1266,126,sudsontop from Fernandina Beach,1.0
1267,127,lucille_benez,4.0
1268,127,lucille_benez from Recent transplant from North Salem,4.0
1269,127,renofoodie from Reno NV,5.0
1270,127,rlraeth from Wisconsin,2.0
1271,127,skchildre from Valparaiso,4.0
1272,127,mberry4911 from Tampa,5.0
1273,127,jerirecipes from NMB,4.0
1274,127,jerirecipes from NMB,4.0
1275,127,schoharie from Middleburgh,5.0
1276,127,erchefnd from Laguna LLaguna CaliforniaLaguna niguel,5.0
1277,127,slthies from des,5.0
1278,127,erinkc from Boston,4.0
1279,127,nickyk from A cook from Atlantic Canada,4.0
1280,127,andresn9,3.0
1281,127,illnagas,2.0
1282,127,illnagas from ny,1.0
1283,127,kellyh500 from Denver,4.0
1284,127,rforsberg from Carrabassett Valley,5.0
1285,127,moonmooring from Arkansas,1.0
1286,128,kelli_doty from Califonia,5.0
1287,128,rion999 from Livermore,5.0
1288,128,splashowl,5.0
1289,128,susanp130659 from Ellensburg,5.0
1290,128,birgitlh from Philadelphia,4.0
1291,128,ellenrls from Baltimore,5.0
1292,128,adamonte from San Francisco,5.0
1293,128,nmura from Glenview,5.0
1294,128,bas614 from Boston,5.0
1295,128,kilpatrich2 from Denver,5.0
1296,128,lizgoldsmith1960 from Lincoln,5.0
1297,128,ceceliafemenella12 from Ny,5.0
1298,128,rehana6120,5.0
1299,128,guytonkristi from Ohio,5.0
1300,128,little_bluestem from Altnata,5.0
1301,128,thistletree from San Francisco,5.0
1302,128,photon99,5.0
1303,128,photon99 from Park City,5.0
1304,128,jleehoffman from Maryland,5.0
1305,128,kmt7139 from Dallas,4.0
1306,128,dsarosik1 from Tahoe,5.0
1307,129,danthechef from Chicago,5.0
1308,129,loki2 from Maine,4.0
1309,129,lorig13 from NJ,2.0
1310,129,mdmichelle from Excelsior MN,4.0
1311,129,tinaindenver from Denver,5.0
1312,129,GWK1 from San Francisco,5.0
1313,129,juliachild,4.0
1314,129,karenflute from Silver Spring,5.0
1315,129,gwinivere,4.0
1316,129,eliana20 from London,5.0
1317,129,mkotto10 from Heidelberg,3.0
1318,129,ajjaffin from Washington DC,5.0
1319,129,carolinecolburn from Asheville,5.0
1320,129,ratherski from Toronto,1.0
1321,129,sarah12jones212212312 from a hrefhttp,1.0
1322,129,louiseindr from Minneapolis,5.0
1323,129,rgr13 from NYC,5.0
1324,129,orangebeetle from Stuttgart,4.0
1325,129,julieaugust from Baltimore,5.0
1326,129,desertwillow from Texas panhandle,5.0
1327,129,ttygarcia from San Francisco,5.0
1328,130,useppa from Boston,5.0
1329,130,mvpark from Cincinnati,2.0
1330,130,chefcate,5.0
1331,130,hschepp from NYC,5.0
1332,130,mmstrng,5.0
1333,130,f9o8o7d6 from Ivins,4.0
1334,130,djd127 from Quaker Hill,5.0
1335,130,lorriemengel from Arizona,2.0
1336,130,lhm,3.0
1337,130,caseykcloud from Northern California,5.0
1338,130,m_o from Belmont,5.0
1339,130,jmarino33 from Mesa Az,5.0
1340,130,ladylawton from Normal,4.0
1341,130,libby_rudo from Yellow Springs,5.0
1342,130,jsbjk from Winnetka,3.0
1343,130,benedetto from NYC,5.0
1344,130,benedetto from NYC,1.0
1345,130,gf4me from New Braunfels,4.0
1346,130,lestell1 from San Francisco,5.0
1347,130,lmacdonal from Beverly,2.0
1348,130,Dancingdoll from Seattle,5.0
1349,131,sitagaki,5.0
1350,131,joannearno from Winnipeg,5.0
1351,131,sundaycook1 from San Francisco,4.0
1352,132,moongirl721 from New Troy,4.0
1353,132,cherubae,4.0
1354,132,ps826attnet from NJ transplant to San Antonio TX,5.0
1355,132,loriltx from Houston,5.0
1356,132,loriltx from Houston,5.0
1357,132,millerhaus from seattle WA,5.0
1358,132,Trip365 from NYC,5.0
1359,132,jamesblake from Sacramento,5.0
1360,132,djmeeker from Saranac Lake,4.0
1361,132,thomshap from SE CT,5.0
1362,132,wokandwollben from Seatown,5.0
1363,132,rnicolls from Calgary,4.0
1364,133,Nabarda1 from Austin,5.0
1365,133,vintageresources from Denver,3.0
1366,133,jsbjk from Winnetka,3.0
1367,133,tdubbya from California,5.0
1368,133,cybelecochran from Bern,5.0
1369,133,Bussie from Toronto,5.0
1370,133,dstoner from New Mexico,4.0
1371,133,hotfive from Chicago,1.0
1372,133,momonamission,1.0
1373,133,peachygrl from NOLA,5.0
1374,133,xabg,1.0
1375,133,NOVAfoodie from Arlington,5.0
1376,134,laura_lindsay from Philadelphia,5.0
1377,134,kellysimsgallagh from Boston,5.0
1379,136,cblankenship1120 from Lees Summit,5.0
1380,136,ianagrell from San Fran via the UK,5.0
1381,136,cookiemadness from Chicago,5.0
1382,136,jnfisher01 from Philadelphia,5.0
1383,136,Chicagocooks from Chicago,4.0
1384,136,jharker1 from Indiana,1.0
1385,136,edanos from Chicago,1.0
1386,136,sue48114 from Farmington,5.0
1387,137,kikisquid from Napa,3.0
1388,137,kgarlan1 from Colorado,3.0
1389,137,jmmee from Sacramento,5.0
1390,137,maggieeates from Lexington,5.0
1391,137,terrypesco5690 from Columbus,5.0
1392,138,bonestdog from Seattle,5.0
1393,138,bonestdog from Seattle,5.0
1394,138,aker321 from Boston,4.0
1395,138,bas614 from Boston,5.0
1396,138,hashiparmentier from Portland,5.0
1397,138,forkknifespoon from Cambridge,5.0
1398,139,alanna_russell from LA,4.0
1399,139,landre from Milwaukee,2.0
1400,139,mainers,3.0
1401,139,tomkennit from Canada,4.0
1402,139,lnp515 from NYC,5.0
1403,139,forevagreenearth from Chicago,5.0
1404,139,scootermom,5.0
1405,139,jansan1 from Orange County,5.0
1406,140,skhercules,3.0
1407,140,kundwild from Walpole,2.0
1408,140,angelmehta from Chicago,4.0
1409,140,sanfranfreddie from San FranciscoSan Francisco,3.0
1410,140,EAlmquist from North Andover,3.0
1411,140,meg28 from Baltimore,5.0
1412,140,linahannigan from Alameda,3.0
1413,140,viking_kitten from Boston area,4.0
1414,140,HMalbec from Montreal,3.0
1415,140,sunipa85 from Austin,3.0
1416,140,carolmacri from Pennsylvania,5.0
1417,141,tori_ellen_g_k from New Zealand,4.0
1418,141,mborts from St Louis,5.0
1419,141,germangirlheidi from Park Ridge,5.0
1420,141,birgitlh from Philadelphia,4.0
1421,141,amerikanerin from Ann Arbor,3.0
1422,141,alyssakate01 from Nantucket,4.0
1423,141,knotfun11 from Fort Worth,2.0
1424,141,bjml54581 from Chicago,5.0
1425,141,blsteil,2.0
1426,141,alansubo,4.0
1427,141,tracielo from Calgary,2.0
1428,141,pfs2h from Charlotteville,2.0
1429,142,KMD_Chicago from Chicago,5.0
1430,142,migrino from Canada and Las Vegas,5.0
1431,142,Fotaku from Canton,5.0
1432,142,osterstock from Ladera Ranch,5.0
1434,144,lizardgizzard from Oklahoma,5.0
1435,144,andreab2 from Los Angeles,5.0
1436,145,betsydunklin from Boise ID,5.0
1437,145,cater2meinca from Tustin,5.0
1438,145,jfain from Columbus,5.0
1439,145,egomagicki from San Francisco,5.0
1440,145,ahanks1 from Vail,5.0
1441,145,mirslam from Burlington,1.0
1442,145,chezjudge from Fairfield ct,1.0
1443,145,chezjudge from Fairfield CT,1.0
1444,145,suzmar from Chico,3.0
